序号	基金代码	基金简称	日期	单位净值	累计净值	日增长率	近1周	近1月	近3月	近6月	近1年	近2年	近3年	今年来	成立来	自定义 	手续费
636	9864	招商景气优选	9月1日	0.6754	0.6754	1.55%	-0.16%	6.58%	24.41%	50.99%	36.36%	21.10%	1.37%	46.19%	-32.46%	37.72%	0.15%
637	18861	景顺长城量化	9月1日	1.1381	1.1381	1.70%	-0.65%	5.52%	13.20%	15.85%	36.36%	34.70%	---	26.55%	31.92%	37.68%	0.00%
638	1054	工银新金融股	9月1日	3	3	-0.60%	-0.13%	5.97%	12.11%	19.24%	36.30%	22.60%	7.07%	14.64%	200.00%	37.36%	0.15%
639	586	景顺长城中小	9月1日	2.61	3.182	1.44%	2.31%	16.05%	32.22%	18.47%	36.29%	19.79%	43.63%	20.44%	226.89%	38.17%	0.15%
640	12238	工银养老产业	9月1日	1.681	1.681	3.83%	2.25%	8.94%	18.88%	25.45%	36.22%	12.67%	1.88%	28.91%	-23.21%	37.45%	0.00%
641	9043	九泰久信量化	9月1日	1.0289	1.0289	0.04%	-0.25%	7.15%	12.69%	11.58%	36.15%	5.46%	-16.53%	11.91%	2.89%	37.66%	0.15%
642	12127	宏利新能源股	9月1日	1.0357	1.0357	0.52%	1.93%	12.72%	19.90%	8.69%	36.13%	2.89%	-28.85%	21.39%	3.57%	37.43%	0.00%
643	594	大摩进取优选	9月1日	2.495	2.495	0.56%	1.84%	10.11%	15.78%	14.08%	35.97%	7.08%	-6.59%	16.81%	149.50%	38.30%	0.15%
644	19879	万家周期驱动	9月1日	1.4777	1.4777	2.85%	4.37%	17.70%	32.36%	35.35%	35.97%	---	---	39.16%	47.77%	38.92%	0.15%
645	8167	工银消费股票	9月1日	1.2667	1.2667	0.54%	0.76%	6.83%	2.39%	7.49%	35.80%	10.78%	7.47%	15.09%	26.67%	38.44%	0.00%
646	13355	工银新金融股	9月1日	2.941	2.941	-0.61%	-0.14%	5.94%	11.95%	18.92%	35.65%	21.38%	5.45%	14.26%	-11.66%	36.73%	0.00%
647	18817	景顺长城中小	9月1日	2.583	2.808	1.45%	2.30%	16.04%	32.06%	18.11%	35.59%	18.52%	---	20.08%	10.11%	37.54%	0.00%
648	7903	长城量化小盘	9月1日	1.3912	1.3912	0.08%	-1.40%	3.40%	10.89%	17.29%	35.49%	7.79%	8.42%	16.22%	39.11%	36.88%	0.15%
649	4813	中欧先进制造	9月1日	2.4755	2.4755	1.23%	3.89%	18.79%	25.56%	15.41%	35.46%	15.32%	-20.59%	22.69%	147.55%	37.37%	0.00%
650	14957	华富消费成长	9月1日	0.9267	0.9267	0.59%	-0.34%	9.97%	11.20%	15.02%	35.42%	0.37%	-6.61%	14.80%	-7.33%	38.44%	0.15%
651	8445	融通产业趋势	9月1日	1.5314	1.5314	0.81%	0.28%	11.59%	19.73%	21.89%	35.41%	22.42%	2.80%	24.86%	53.14%	37.54%	0.15%
652	160322	华夏港股通精	9月1日	1.2012	1.2512	2.43%	0.20%	7.62%	14.25%	13.62%	35.39%	34.44%	15.15%	25.54%	25.28%	36.48%	0.15%
653	7389	摩根研究驱动	9月1日	1.1019	1.1019	1.23%	4.07%	16.08%	24.56%	23.50%	35.39%	19.51%	5.58%	23.09%	10.19%	35.75%	0.00%
654	19880	万家周期驱动	9月1日	1.4651	1.4651	2.84%	4.36%	17.64%	32.19%	34.99%	35.37%	---	---	38.69%	46.51%	38.32%	0.00%
655	9865	招商景气优选	9月1日	0.6501	0.6501	1.56%	-0.17%	6.52%	24.18%	50.42%	35.30%	19.22%	-1.01%	45.40%	-34.99%	36.66%	0.00%
656	11149	创金合信ES	9月1日	1.1663	1.1663	0.40%	0.21%	14.58%	28.52%	16.66%	35.25%	3.56%	12.82%	21.44%	16.63%	37.23%	0.15%
657	418	景顺长城成长	9月1日	4.473	5.103	1.61%	2.99%	15.05%	19.82%	22.62%	35.19%	28.30%	24.84%	21.88%	423.59%	37.14%	0.15%
658	1974	景顺长城量化	9月1日	1.94	2.225	0.47%	0.94%	10.54%	18.29%	17.65%	35.17%	20.47%	8.24%	17.29%	127.09%	37.05%	0.15%
659	7750	广发优势增长	9月1日	1.0219	1.0219	0.66%	-1.67%	10.17%	14.26%	18.88%	34.83%	-3.08%	-24.84%	22.05%	2.19%	37.02%	0.15%
660	10703	财通智选消费	9月1日	0.7613	0.7613	-0.10%	2.78%	11.86%	15.05%	9.60%	34.81%	9.01%	-5.74%	15.31%	-23.87%	37.15%	0.15%
661	19272	长城量化小盘	9月1日	1.3774	1.3774	0.07%	-1.42%	3.34%	10.71%	16.93%	34.67%	---	---	15.76%	5.69%	36.05%	0.00%
662	21503	景顺长城成长	9月1日	4.451	5.081	1.62%	3.01%	15.01%	19.71%	22.35%	34.67%	---	---	21.58%	22.49%	36.61%	0.00%
663	5662	嘉实金融精选	9月1日	1.3073	1.3073	-1.33%	-3.07%	0.18%	7.89%	15.10%	34.63%	23.90%	10.59%	12.28%	30.73%	34.33%	0.15%
664	12884	华夏港股通精	9月1日	1.1729	1.1729	2.43%	0.19%	7.57%	14.07%	13.23%	34.58%	32.86%	13.20%	24.98%	-28.84%	35.67%	0.00%
665	11150	创金合信ES	9月1日	1.1393	1.1393	0.39%	0.19%	14.54%	28.34%	16.36%	34.56%	2.53%	11.13%	21.02%	13.93%	36.54%	0.00%
666	14121	大成品质医疗	9月1日	0.9419	0.9419	1.77%	0.22%	7.98%	21.66%	25.49%	34.52%	16.30%	0.72%	27.98%	-5.81%	35.88%	0.15%
667	14958	华富消费成长	9月1日	0.9039	0.9039	0.59%	-0.35%	9.91%	10.98%	14.56%	34.37%	-1.21%	-8.83%	14.20%	-9.61%	37.35%	0.00%
668	10704	财通智选消费	9月1日	0.7474	0.7474	-0.11%	2.76%	11.82%	14.93%	9.38%	34.26%	8.13%	-6.88%	15.00%	-25.26%	36.59%	0.00%
669	14122	大成品质医疗	9月1日	0.9292	0.9292	1.77%	0.23%	7.95%	21.54%	25.25%	33.99%	15.37%	-0.50%	27.64%	-7.08%	35.33%	0.00%
670	5663	嘉实金融精选	9月1日	1.259	1.259	-1.32%	-3.08%	0.14%	7.75%	14.81%	33.96%	22.67%	8.93%	11.91%	25.90%	33.67%	0.00%
671	1163	银华中国梦3	9月1日	1.612	1.895	1.70%	6.26%	20.12%	17.58%	15.56%	33.89%	5.50%	-3.69%	19.58%	89.07%	37.54%	0.15%
672	4716	中信保诚量化	9月1日	1.8457	1.9266	0.37%	0.86%	10.21%	16.76%	15.71%	33.87%	21.82%	22.43%	14.59%	93.92%	35.68%	0.15%
673	519965	长信量化多策	9月1日	1.235	1.795	0.21%	1.21%	9.19%	17.26%	15.30%	33.67%	21.36%	8.27%	16.93%	91.08%	34.48%	0.15%
674	8854	南方内需增长	9月1日	1.071	1.071	1.48%	1.91%	12.11%	15.70%	16.35%	33.61%	21.69%	-2.19%	17.37%	7.10%	35.21%	0.15%
675	1583	安信新常态股	9月1日	1.9224	2.254	0.27%	-1.19%	6.23%	14.16%	13.74%	33.38%	25.26%	29.92%	17.49%	157.83%	36.56%	0.15%
676	20720	国寿安保高端	9月1日	1.2094	1.2094	1.19%	4.96%	23.33%	32.76%	25.64%	33.37%	---	---	35.04%	20.94%	39.59%	0.12%
677	11295	中信保诚量化	9月1日	1.0691	1.0691	0.37%	0.85%	10.17%	16.64%	15.47%	33.34%	20.83%	20.95%	14.28%	6.91%	35.14%	0.00%
678	21830	国寿安保农业	9月1日	1.3446	1.3446	0.83%	1.76%	10.53%	17.33%	20.38%	33.17%	---	---	19.37%	34.46%	33.10%	0.12%
679	11726	安信新常态股	9月1日	1.8899	1.8899	0.27%	-1.20%	6.20%	14.05%	13.51%	32.93%	24.34%	28.44%	17.18%	28.34%	36.10%	0.00%
680	8855	南方内需增长	9月1日	1.0361	1.0361	1.48%	1.91%	12.07%	15.52%	16.00%	32.82%	20.24%	-3.93%	16.90%	3.61%	34.42%	0.00%
681	751	嘉实新兴产业	9月1日	3.588	3.588	0.90%	2.93%	12.44%	18.85%	14.09%	32.79%	2.34%	-8.66%	16.00%	258.80%	35.24%	0.15%
682	20721	国寿安保高端	9月1日	1.2036	1.2036	1.19%	4.95%	23.28%	32.60%	25.34%	32.72%	---	---	34.60%	20.36%	38.92%	0.00%
683	8286	易方达研究精	9月1日	0.9836	0.9836	2.89%	6.57%	18.11%	26.20%	19.15%	32.67%	-0.44%	-22.73%	25.75%	-1.64%	35.30%	0.15%
684	21831	国寿安保农业	9月1日	1.3374	1.3374	0.83%	1.75%	10.49%	17.18%	20.09%	32.55%	---	---	19.00%	33.74%	32.48%	0.00%
685	11418	汇添富消费精	9月1日	0.6977	0.6977	0.01%	-1.05%	9.58%	9.75%	18.29%	32.54%	-2.53%	-13.77%	22.53%	-30.23%	35.45%	0.15%
686	1626	国泰央企改革	9月1日	1.774	1.774	0.27%	-0.95%	4.95%	8.20%	9.90%	32.43%	22.56%	9.24%	5.47%	77.40%	35.73%	0.15%
687	4858	长信量化多策	9月1日	1.2201	1.7001	0.21%	1.19%	9.09%	16.96%	14.76%	32.34%	18.88%	5.30%	16.17%	48.91%	33.16%	0.00%
688	2952	建信多因子量	9月1日	1.4266	1.4266	0.26%	-1.26%	3.63%	6.29%	9.46%	32.24%	23.40%	12.68%	3.83%	42.66%	33.17%	0.15%
689	11836	银华智能建造	9月1日	0.5877	0.5877	1.33%	2.17%	14.09%	23.60%	23.60%	32.22%	-9.25%	-28.39%	20.21%	-41.23%	35.82%	0.15%
690	5620	中欧品质消费	9月1日	1.2443	1.4993	-0.88%	-2.63%	7.46%	5.90%	15.48%	32.16%	6.78%	-11.41%	20.69%	40.03%	34.61%	0.15%
691	5189	海富通量化前	9月1日	1.3458	1.6598	0.43%	0.54%	8.50%	17.11%	19.54%	32.08%	2.08%	-6.56%	22.95%	58.83%	34.80%	0.15%
692	8234	光大消费主题	9月1日	1.1841	1.1841	0.20%	-0.87%	7.13%	9.25%	16.35%	32.01%	-11.88%	-18.23%	13.45%	18.41%	33.93%	0.15%
693	11419	汇添富消费精	9月1日	0.6858	0.6858	0.01%	-1.05%	9.55%	9.64%	18.06%	32.01%	-3.31%	-14.80%	22.20%	-31.42%	34.92%	0.00%
694	6671	广发消费升级	9月1日	1.2561	1.2561	2.25%	1.10%	6.89%	8.87%	12.82%	31.93%	4.32%	-9.25%	17.72%	25.61%	33.39%	0.15%
695	1193	中金消费升级	9月1日	1.0455	1.0455	-0.50%	1.19%	13.04%	16.13%	17.12%	31.91%	4.01%	-3.01%	19.53%	4.55%	34.68%	0.15%
696	19117	国泰央企改革	9月1日	1.7607	1.7607	0.26%	-0.97%	4.90%	8.06%	9.61%	31.78%	21.57%	---	5.12%	22.55%	35.06%	0.00%
697	9147	建信新能源行	9月1日	1.6536	1.6536	0.12%	2.65%	16.49%	22.91%	9.04%	31.73%	1.35%	-30.83%	14.79%	65.36%	33.66%	0.15%
698	17870	光大消费主题	9月1日	1.174	1.174	0.20%	-0.85%	7.17%	9.25%	16.26%	31.73%	-12.40%	---	13.29%	-26.46%	33.65%	0.00%
699	5188	海富通量化前	9月1日	1.3316	1.6456	0.43%	0.53%	8.46%	16.98%	19.32%	31.54%	1.26%	-7.71%	22.63%	57.05%	34.25%	0.00%
700	15408	景顺长城成长	9月1日	1.1491	1.1491	1.83%	0.63%	9.88%	21.79%	13.17%	31.51%	15.85%	---	16.18%	14.91%	33.18%	0.15%
701	1104	华安新丝路主	9月1日	1.466	1.575	-0.41%	-0.34%	13.03%	24.87%	18.51%	31.48%	-4.06%	-22.47%	22.99%	53.41%	33.15%	0.15%
702	20772	中信建投量化	9月1日	1.286	1.286	0.35%	0.19%	8.13%	16.13%	16.26%	31.41%	---	---	15.75%	28.60%	33.00%	--
703	15048	建信新能源行	9月1日	1.6295	1.6295	0.11%	2.65%	16.45%	22.78%	8.81%	31.20%	0.54%	-31.66%	14.47%	-33.79%	33.12%	0.00%
704	5621	中欧品质消费	9月1日	1.1794	1.4184	-0.88%	-2.65%	7.39%	5.68%	15.02%	31.09%	5.07%	-13.52%	20.04%	32.02%	33.54%	0.00%
705	167702	德邦量化优选	9月1日	1.2286	1.4386	0.26%	0.19%	7.62%	13.01%	15.76%	31.06%	1.53%	-5.42%	15.94%	40.20%	32.44%	0.12%
706	996	中银新动力股	9月1日	0.87	0.87	0.69%	3.08%	14.32%	21.17%	12.84%	31.02%	-1.25%	-15.20%	16.31%	-13.00%	32.62%	0.15%
707	1703	银华沪港深增	9月1日	2.237	2.307	1.27%	0.68%	9.87%	19.12%	26.24%	30.90%	16.94%	10.25%	31.59%	138.03%	32.21%	0.15%
708	20773	中信建投量化	9月1日	1.2795	1.2795	0.35%	0.19%	8.09%	16.01%	16.03%	30.88%	---	---	15.45%	27.95%	32.48%	0.00%
709	14364	银华沪港深增	9月1日	2.145	2.145	1.32%	0.66%	9.83%	18.97%	25.88%	30.87%	16.32%	6.19%	31.60%	-19.39%	32.16%	0.00%
710	991	工银战略转型	9月1日	3.966	3.966	1.77%	0.56%	6.81%	12.35%	15.42%	30.85%	6.53%	2.64%	14.29%	296.60%	32.82%	0.15%
711	167703	德邦量化优选	9月1日	1.1906	1.4006	0.26%	0.18%	7.60%	12.94%	15.61%	30.72%	1.01%	-6.13%	15.74%	36.18%	32.10%	0.00%
712	15409	景顺长城成长	9月1日	1.1348	1.1348	1.82%	0.61%	9.81%	21.60%	12.84%	30.72%	14.48%	---	15.73%	13.48%	32.40%	0.00%
713	20775	国寿安保产业	9月1日	1.1915	1.1915	1.00%	2.05%	13.54%	26.03%	12.86%	30.70%	---	---	17.67%	19.15%	31.40%	0.12%
714	13505	华安新丝路主	9月1日	1.432	1.432	-0.42%	-0.35%	13.02%	24.74%	18.15%	30.66%	-5.23%	-23.87%	22.50%	-41.76%	32.35%	0.00%
715	1692	南方国策动力	9月1日	2.517	2.547	0.56%	1.82%	10.26%	14.76%	14.86%	30.37%	16.85%	-1.68%	14.04%	157.82%	32.42%	0.15%
716	1008	工银国企改革	9月1日	2.37	2.37	1.72%	3.49%	18.32%	23.63%	21.35%	30.36%	18.09%	11.01%	20.06%	137.00%	31.67%	0.15%
717	450009	国富中小盘股	9月1日	2.722	3.7364	-0.24%	-2.08%	5.11%	9.13%	11.21%	30.31%	9.41%	9.98%	12.33%	392.21%	32.46%	0.15%
718	162208	宏利首选企业	9月1日	1.7913	2.9696	0.62%	2.62%	17.52%	20.73%	21.42%	30.30%	14.04%	-7.53%	28.48%	350.98%	31.16%	0.15%
719	326	南方中小盘成	9月1日	1.1239	1.9549	0.07%	-0.89%	3.79%	8.84%	11.81%	30.29%	3.24%	-10.89%	9.65%	92.64%	32.86%	0.15%
720	14453	中银新动力股	9月1日	0.856	0.856	0.71%	3.13%	14.29%	21.07%	12.63%	30.29%	-2.06%	-16.24%	15.99%	-38.99%	32.10%	0.00%
721	13004	国泰价值领航	9月1日	0.7504	0.7504	0.86%	0.56%	17.84%	21.64%	21.74%	30.26%	-3.07%	-16.23%	20.18%	-24.96%	32.51%	0.15%
722	971	诺安新经济股	9月1日	1.626	1.626	1.37%	1.94%	10.76%	21.71%	21.71%	30.18%	6.62%	2.07%	21.43%	62.60%	31.55%	0.15%
723	11473	工银战略转型	9月1日	3.877	3.877	1.76%	0.52%	6.75%	12.18%	15.15%	30.14%	5.44%	1.12%	13.90%	20.59%	32.14%	0.00%
724	1043	工银美丽城镇	9月1日	1.85	2.274	0.33%	1.37%	11.45%	14.48%	13.15%	30.10%	2.49%	-12.29%	14.69%	124.01%	31.67%	0.15%
725	20774	国寿安保产业	9月1日	1.1834	1.1834	0.99%	2.03%	13.48%	25.85%	12.58%	30.04%	---	---	17.28%	18.34%	30.75%	0.00%
726	17948	国富中小盘股	9月1日	2.6962	2.6962	-0.24%	-2.08%	5.08%	9.02%	10.98%	29.80%	8.55%	---	12.03%	3.68%	31.95%	0.00%
727	1579	国泰大农业股	9月1日	1.8353	1.8353	0.16%	0.55%	6.34%	9.58%	16.65%	29.73%	3.82%	-24.22%	14.21%	83.53%	31.06%	0.15%
728	17289	宏利首选企业	9月1日	1.7725	1.7725	0.62%	2.62%	17.49%	20.57%	21.16%	29.63%	13.16%	---	28.14%	-0.68%	30.50%	0.00%
729	14634	景顺长城ES	9月1日	1.032	1.032	0.34%	0.44%	7.86%	13.49%	12.80%	29.62%	15.63%	4.84%	12.81%	3.20%	31.28%	0.15%
730	1277	博时国企改革	9月1日	0.7854	0.7854	1.19%	2.53%	14.69%	26.74%	21.52%	29.60%	15.50%	-2.80%	18.30%	-21.46%	31.56%	0.15%
731	7133	嘉实长青竞争	9月1日	1.0213	1.0213	1.71%	5.94%	21.24%	32.72%	19.88%	29.57%	-11.70%	-12.16%	18.55%	2.13%	30.55%	0.15%
732	19717	南方中小盘成	9月1日	1.112	1.943	0.06%	-0.90%	3.74%	8.68%	11.47%	29.51%	---	---	9.21%	7.67%	32.08%	0.00%
733	13005	国泰价值领航	9月1日	0.7326	0.7326	0.84%	0.54%	17.76%	21.45%	21.37%	29.48%	-4.24%	-17.74%	19.69%	-26.74%	31.72%	0.00%
734	11478	工银美丽城镇	9月1日	1.812	2.23	0.33%	1.40%	11.44%	14.32%	12.83%	29.43%	1.51%	-13.59%	14.32%	-22.84%	31.02%	0.00%
735	14382	博时国企改革	9月1日	0.7744	0.7744	1.18%	2.52%	14.64%	26.60%	21.27%	29.07%	14.56%	-3.92%	17.98%	-24.96%	31.03%	0.00%
736	3834	华夏能源革新	9月1日	2.63	2.63	1.00%	2.85%	15.50%	21.09%	10.46%	28.98%	-2.01%	-22.33%	11.72%	163.00%	30.91%	0.15%
737	15588	国泰大农业股	9月1日	1.8001	1.8001	0.16%	0.54%	6.29%	9.41%	16.29%	28.94%	2.56%	-25.58%	13.75%	-22.18%	30.26%	0.00%
738	7134	嘉实长青竞争	9月1日	0.9873	0.9873	1.71%	5.93%	21.19%	32.54%	19.59%	28.92%	-12.58%	-13.47%	18.14%	-1.27%	29.91%	0.00%
739	15891	富国上证50	9月1日	1.1808	1.1808	1.26%	2.00%	14.44%	22.00%	24.14%	28.91%	22.32%	17.93%	17.93%	18.08%	30.76%	0.15%
740	11013	长城消费30	9月1日	0.6409	0.6409	-0.30%	-0.70%	11.23%	10.44%	19.30%	28.88%	-0.08%	-12.31%	17.40%	-35.91%	31.71%	0.15%
741	14635	景顺长城ES	9月1日	1.0121	1.0121	0.34%	0.43%	7.81%	13.32%	12.47%	28.83%	14.25%	2.95%	12.37%	1.21%	30.51%	0.00%
742	1726	汇添富新兴消	9月1日	1.537	1.537	-0.52%	-0.26%	9.86%	10.81%	3.78%	28.73%	2.40%	-7.41%	8.01%	53.70%	32.50%	0.15%
743	9069	大成睿鑫股票	9月1日	1.4133	1.4133	0.75%	-0.79%	4.59%	5.23%	8.58%	28.61%	28.63%	33.90%	12.42%	41.33%	28.90%	0.15%
744	10801	长江量化消费	9月1日	0.7151	0.7151	-0.38%	0.08%	7.97%	6.64%	7.08%	28.27%	-0.71%	-6.91%	6.33%	-28.49%	30.80%	0.15%
745	13188	华夏能源革新	9月1日	2.568	2.568	1.02%	2.88%	15.52%	20.90%	10.17%	28.27%	-3.13%	-23.68%	11.36%	-34.51%	30.16%	0.00%
746	15892	富国上证50	9月1日	1.1594	1.1594	1.26%	1.99%	14.38%	21.81%	23.76%	28.14%	20.87%	15.81%	17.46%	15.94%	29.98%	0.00%
747	9550	汇添富开放视	9月1日	0.7828	0.7828	0.98%	2.10%	11.84%	19.26%	17.29%	28.12%	16.40%	-3.84%	21.29%	-21.72%	29.11%	0.15%
748	9070	大成睿鑫股票	9月1日	1.3853	1.3853	0.75%	-0.79%	4.56%	5.11%	8.37%	28.11%	27.64%	32.34%	12.12%	38.53%	28.40%	0.00%
749	11014	长城消费30	9月1日	0.6245	0.6245	-0.29%	-0.68%	11.18%	10.30%	18.95%	28.08%	-1.26%	-13.89%	16.95%	-37.55%	30.92%	0.00%
750	4098	前海开源港股	9月1日	1.2183	1.2183	0.94%	-0.22%	5.00%	15.63%	19.00%	28.01%	33.70%	31.01%	21.96%	21.83%	29.06%	0.15%
751	15194	汇添富新兴消	9月1日	1.506	1.506	-0.53%	-0.26%	9.85%	10.49%	3.29%	27.74%	1.14%	-9.06%	7.49%	-9.66%	31.53%	0.00%
752	1236	博时丝路主题	9月1日	2.133	2.133	1.86%	2.84%	17.72%	33.56%	27.50%	27.57%	24.59%	6.38%	26.44%	113.30%	29.27%	0.15%
753	5433	申万菱信医药	9月1日	0.601	0.601	2.74%	-5.12%	-5.98%	18.35%	9.95%	27.52%	-21.30%	-11.86%	11.61%	-39.90%	30.23%	0.15%
754	10802	长江量化消费	9月1日	0.6959	0.6959	-0.36%	0.09%	7.92%	6.49%	6.78%	27.50%	-1.86%	-8.54%	5.92%	-30.41%	30.03%	0.00%
755	10112	广发研究精选	9月1日	0.5779	0.5779	1.31%	1.96%	17.10%	23.51%	15.88%	27.46%	8.38%	-22.79%	17.13%	-42.21%	30.81%	0.15%
756	9551	汇添富开放视	9月1日	0.7514	0.7514	0.98%	2.08%	11.78%	19.02%	16.80%	27.08%	14.56%	-6.12%	20.63%	-24.86%	28.09%	0.00%
757	1158	工银新材料新	9月1日	1.484	1.484	1.37%	2.13%	14.07%	22.54%	19.10%	27.05%	11.33%	-2.75%	15.58%	48.40%	29.04%	0.15%
758	10204	中银港股通优	9月1日	0.7498	0.7498	2.81%	1.67%	9.44%	14.02%	20.03%	27.00%	39.47%	18.21%	22.62%	-25.02%	27.71%	0.15%
759	10113	广发研究精选	9月1日	0.5669	0.5669	1.32%	1.96%	17.08%	23.37%	15.67%	26.97%	7.53%	-23.71%	16.81%	-43.31%	30.29%	0.00%
760	15171	申万菱信医药	9月1日	0.5925	0.5925	2.72%	-5.14%	-6.01%	18.24%	9.72%	26.96%	-21.95%	-12.93%	11.31%	-26.86%	29.65%	0.00%
761	2556	博时丝路主题	9月1日	2.057	2.057	1.88%	2.85%	17.68%	33.40%	27.21%	26.90%	23.40%	4.84%	25.96%	183.72%	28.64%	0.00%
762	16444	中泰研究精选	9月1日	1.0365	1.0365	0.31%	1.64%	7.13%	10.28%	12.14%	26.70%	4.55%	---	10.86%	3.65%	29.32%	0.15%
763	1736	圆信永丰优加	9月1日	3.2633	3.2633	0.74%	1.53%	10.35%	13.68%	9.44%	26.66%	6.08%	6.16%	11.29%	226.33%	29.00%	0.15%
764	11107	九泰天兴量化	9月1日	0.9299	0.9299	0.23%	0.57%	7.63%	15.99%	14.55%	26.60%	10.98%	5.63%	14.31%	-7.01%	28.19%	0.15%
765	11108	九泰天兴量化	9月1日	0.9261	0.9261	0.22%	0.56%	7.62%	15.97%	14.49%	26.46%	10.75%	5.32%	14.23%	-7.39%	28.06%	0.00%
766	320020	诺安策略精选	9月1日	1.8108	2.6394	-0.41%	-2.88%	-0.12%	1.26%	10.54%	26.43%	-8.38%	-9.09%	15.31%	163.94%	29.40%	0.15%
767	778	鹏华先进制造	9月1日	3.378	3.378	-0.68%	-1.66%	5.46%	9.39%	10.86%	26.37%	17.95%	21.42%	11.74%	237.80%	26.99%	0.15%
768	1849	前海开源强势	9月1日	1.27	1.27	-0.24%	-2.68%	2.17%	8.73%	11.60%	26.24%	-3.79%	-12.71%	10.82%	27.00%	26.49%	0.15%
769	5968	创金合信工业	9月1日	1.8825	1.8825	0.35%	2.64%	18.96%	25.83%	13.64%	26.21%	-11.28%	-31.10%	18.00%	88.25%	28.44%	0.15%
770	540009	汇丰晋信消费	9月1日	0.8367	1.8297	-0.20%	-0.63%	5.32%	2.73%	10.21%	26.07%	12.17%	-1.54%	7.93%	93.74%	25.71%	0.15%
771	16445	中泰研究精选	9月1日	1.022	1.022	0.29%	1.62%	7.08%	10.13%	11.85%	26.05%	3.51%	---	10.49%	2.20%	28.68%	0.00%
772	8075	招商核心优选	9月1日	0.9076	0.9076	0.62%	-1.28%	7.14%	15.75%	15.09%	25.93%	5.68%	-9.73%	16.06%	-9.24%	28.17%	0.15%
773	1162	前海开源优势	9月1日	1.57	1.57	1.16%	2.68%	13.85%	23.14%	26.92%	25.80%	34.53%	8.80%	22.18%	57.00%	24.70%	0.15%
774	1645	国泰大健康股	9月1日	2.081	2.673	1.61%	0.10%	4.57%	8.73%	0.24%	25.74%	-19.84%	-32.54%	6.28%	156.24%	30.80%	0.15%
775	1638	前海开源优势	9月1日	1.713	1.713	1.12%	2.64%	13.82%	23.15%	26.79%	25.68%	34.25%	8.56%	22.10%	71.30%	24.67%	0.15%
776	5268	鹏华优势企业	9月1日	1.8334	1.8334	0.69%	0.33%	7.68%	9.52%	16.74%	25.60%	8.27%	2.57%	14.62%	83.34%	27.60%	0.15%
777	1195	工银农业产业	9月1日	1.049	1.049	-0.19%	0.67%	5.96%	8.03%	15.40%	25.48%	6.61%	-9.02%	12.43%	4.90%	26.54%	0.15%
778	628	大成高鑫股票	9月1日	5.0711	5.0711	0.40%	-0.56%	5.50%	5.13%	8.90%	25.48%	35.05%	49.11%	12.21%	407.11%	25.84%	0.15%
779	11589	九泰天利量化	9月1日	0.8633	0.8633	-0.25%	-0.87%	6.84%	5.29%	7.72%	25.33%	12.28%	0.65%	5.56%	-13.67%	26.99%	0.15%
780	5969	创金合信工业	9月1日	1.7907	1.7907	0.35%	2.63%	18.90%	25.60%	13.24%	25.32%	-12.51%	-32.54%	17.45%	79.07%	27.54%	0.00%
781	11321	国泰大健康股	9月1日	2.043	2.043	1.59%	0.10%	4.55%	8.67%	0.05%	25.18%	-20.47%	-33.37%	6.02%	-28.84%	30.38%	0.00%
782	11066	大成高鑫股票	9月1日	4.9808	4.9808	0.39%	-0.57%	5.47%	5.02%	8.68%	25.05%	34.07%	47.45%	11.89%	61.14%	25.42%	0.00%
783	8871	大成睿裕六月	9月1日	1.5903	1.5903	0.31%	-0.24%	8.81%	11.40%	13.36%	25.00%	23.49%	28.64%	13.00%	59.03%	25.73%	0.15%
784	6692	金信消费升级	9月1日	1.6126	2.3816	-0.59%	-1.55%	4.48%	2.35%	9.78%	24.98%	5.52%	-1.14%	5.23%	154.46%	26.59%	0.15%
785	1825	建信中国制造	9月1日	1.6254	1.6254	0.87%	2.25%	21.03%	28.26%	6.12%	24.93%	-3.67%	-23.47%	0.70%	62.54%	28.01%	0.15%
786	8076	招商核心优选	9月1日	0.8671	0.8671	0.61%	-1.31%	7.06%	15.51%	14.62%	24.91%	3.99%	-11.88%	15.43%	-13.29%	27.14%	0.00%
787	399011	中海医疗保健	9月1日	1.207	2.787	3.43%	2.37%	6.53%	8.45%	17.18%	24.82%	-1.63%	-15.00%	19.03%	204.08%	26.39%	0.15%
788	11590	九泰天利量化	9月1日	0.8469	0.8469	-0.25%	-0.87%	6.81%	5.17%	7.46%	24.73%	11.17%	-0.82%	5.22%	-15.31%	26.38%	0.00%
789	14380	建信中国制造	9月1日	1.6013	1.6013	0.87%	2.25%	20.99%	28.13%	5.91%	24.44%	-4.43%	-24.39%	0.44%	-38.46%	27.51%	0.00%
790	9106	嘉合同顺智选	9月1日	0.8963	1.0463	0.23%	0.49%	6.70%	14.19%	13.34%	24.42%	11.87%	1.85%	13.61%	3.42%	26.45%	0.15%
791	11142	创金合信新材	9月1日	1.0135	1.0135	3.75%	6.26%	16.72%	29.85%	10.84%	24.39%	5.88%	-18.12%	11.55%	1.35%	26.59%	0.15%
792	893	工银创新动力	9月1日	1.255	1.255	0.72%	0.00%	4.93%	13.17%	10.87%	24.38%	17.62%	34.66%	8.19%	25.50%	25.37%	0.15%
793	17921	中海医疗保健	9月1日	1.196	1.196	3.37%	2.31%	6.41%	8.33%	16.91%	24.32%	-2.37%	---	18.77%	-19.35%	25.76%	0.00%
